
87,Diplo,"7,731,600,673","1,670,654,046",358,0,22,82,199,02/04/22
88,Pop Smoke,"7,700,981,493","776,506,135",97,0,17,79,96,02/06/22
89,Mac Miller,"7,682,293,280","618,716,307",207,0,16,117,192,02/04/22
90,Logic,"7,667,331,457","1,806,196,406",163,1,14,120,161,02/05/22
91,Migos,"7,659,031,654","3,203,498,625",280,0,16,82,184,02/05/22
92,Myke Towers,"7,566,930,319","4,126,001,703",159,0,22,91,148,02/03/22
93,Metallica,"7,564,930,226","4,258,200",451,0,13,100,261,02/04/22
94,Tyga,"7,517,982,570","3,785,198,768",298,1,19,97,252,01/16/22
95,Alan Walker,"7,481,432,095","1,675,405,276",149,1,15,60,117,02/07/22
96,John Mayer,"7,463,854,016","465,170,779",197,0,16,117,172,01/13/22
97,P!nk,"7,461,542,560","544,224,207",233,0,21,81,160,02/07/22
98,Lil Peep,"7,431,638,147","290,453,148",101,0,21,86,99,02/07/22
99,ZAYN,"7,331,123,679","228,069,669",85,3,15,67,84,02/07/22
100,DJ Snake,"7,267,972,860","1,852,180,021",143,2,10,50,99,12/31/21
101,Lauv,"7,257,672,883","128,042,195",96,1,21,61,90,02/07/22
102,James Arthur,"7,240,390,640","67,643,241",134,1,13,59,120,02/04/22
103,AC/DC,"7,231,906,762",0,311,0,10,78,238,02/07/22
104,Lil Nas X,"7,210,272,239",0,33,3,10,30,32,02/06/22
105,Little Mix,"7,208,305,570","9,414,961",209,0,18,100,155,02/07/22
106,Macklemore,"7,202,733,001","79,579,435",101,1,13,58,93,12/12/21
107,Zedd,"7,153,706,860","946,894,476",138,3,13,38,96,02/04/22
108,Trippie Redd,"7,084,836,958","2,695,283,316",189,0,21,118,175,02/02/22
109,Bob Marley & The Wailers,"7,023,048,628","48,398,127",593,0,14,74,351,02/03/22
110,A$AP Rocky,"6,879,064,923","4,730,304,646",94,0,16,68,88,01/31/22
111,5 Seconds of Summer,"6,846,134,170","489,643,634",159,1,12,93,156,02/07/22
112,A Boogie Wit da Hoodie,"6,841,947,247","2,904,064,991",125,0,16,95,123,02/07/22
113,NF,"6,839,242,684","124,493,693",81,1,15,81,81,02/06/22
114,Kodak Black,"6,811,157,604","1,681,070,555",212,0,15,83,196,01/29/22
115,Elton John,"6,764,749,772","294,960,375",886,0,14,55,243,01/27/22
116,Robin Schulz,"6,663,086,227","302,107,749",209,0,14,50,139,12/12/21
117,Frank Ocean,"6,661,909,369","2,067,883,250",45,0,20,45,45,02/04/22
118,Olivia Rodrigo,"6,657,449,927","1,572,119",37,2,12,22,34,02/07/22
119,Bebe Rexha,"6,653,064,457","3,216,077,402",116,2,14,55,94,02/06/22
120,Gunna,"6,652,579,024","3,996,297,603",174,0,12,99,161,02/05/22
121,Green Day,"6,600,720,934","459,114",374,0,12,76,297,02/07/22
122,Metro Boomin,"6,597,736,875","196,394,836",118,0,16,72,92,01/28/22
123,Romeo Santos,"6,581,672,541","1,007,004,541",125,0,20,77,102,01/20/22
124,Justin Timberlake,"6,577,346,167","1,921,601,465",170,1,13,66,110,02/07/22
125,Clean Bandit,"6,482,670,816","23,580,778",154,2,9,38,117,02/07/22
126,YoungBoy Never Broke Again,"6,416,821,922","1,093,317,496",348,0,7,161,323,02/07/22
127,DJ Khaled,"6,403,098,734","177,306,332",167,1,13,59,122,12/18/21
128,Zara Larsson,"6,364,094,374","484,539,560",83,2,12,43,77,01/29/22
129,Anne-Marie,"6,354,524,358","751,878,401",130,3,10,41,95,02/06/22
130,Luis Miguel,"6,327,775,268","1,497,707",312,0,13,114,264,02/07/22
131,Lewis Capaldi,"6,298,841,481",0,48,2,9,28,44,02/06/22
132,Michael Bublé,"6,247,453,995","299,131,179",223,0,17,89,183,01/15/22
133,"Tyler, The Creator","6,210,035,469","1,225,421,994",153,0,18,92,109,02/07/22
134,Enrique Iglesias,"6,194,474,362","317,319,487",281,0,13,69,176,02/07/22
135,Black Eyed Peas,"6,165,117,380","72,038,452",207,0,13,41,122,02/07/22
136,BLACKPINK,"6,119,349,805","477,111,041",99,0,18,43,99,01/21/22
137,Pink Floyd,"6,086,554,966",0,516,0,11,92,266,02/06/22
138,SZA,"6,055,726,340","1,947,123,271",40,1,17,33,39,02/07/22
139,Jonas Blue,"5,998,747,209","104,449,221",151,0,9,35,94,01/23/22
140,Ty Dolla $ign,"5,995,451,623","9,759,377,899",187,0,14,73,156,01/25/22
141,The Rolling Stones,"5,990,478,541","5,985,685","1,016",0,12,61,350,02/06/22
142,Nirvana,"5,958,615,207",0,298,1,11,55,203,02/05/22
143,Flo Rida,"5,941,579,693","1,573,256,313",225,0,11,42,94,12/25/21
144,JAY-Z,"5,939,884,281","5,364,072,314",306,0,10,74,232,02/07/22
145,Tiësto,"5,939,391,588","1,054,455,192",600,0,13,73,278,10/17/21
146,Luis Fonsi,"5,934,763,237","385,818,632",176,2,9,38,117,01/17/22
147,blackbear,"5,905,651,890","1,388,373,223",148,0,10,90,130,02/01/22
148,Machine Gun Kelly,"5,882,542,396","827,953,142",116,0,13,89,107,02/06/22
149,$uicideboy$,"5,862,135,779","206,820,312",300,0,9,124,297,02/03/22
150,Britney Spears,"5,819,703,254","558,372,481",289,0,17,56,171,02/07/22
151,Fleetwood Mac,"5,811,783,829","517,971",706,0,11,42,226,01/12/22
152,Russ,"5,776,788,179","109,309,070",354,0,14,102,239,02/05/22
153,Guns N' Roses,"5,770,557,982",0,135,1,10,49,105,02/07/22
154,Reik,"5,691,352,577","285,111,769",165,0,14,71,138,01/26/22
155,Bastille,"5,649,418,581","146,438,572",191,2,10,70,144,02/08/22
156,Banda MS de Sergio Lizárraga,"5,619,610,011","3,236,588",226,0,17,95,209,01/25/22
157,Childish Gambino,"5,598,592,183","553,893,914",85,1,11,62,82,01/19/22
158,Marília Mendonça,"5,590,595,658","1,279,716,945",117,0,18,104,111,02/07/22
159,Anitta,"5,586,102,080","1,352,836,900",154,0,19,79,142,02/05/22
160,Camilo,"5,558,966,861","755,693,266",39,0,20,35,38,02/05/22
161,Skrillex,"5,505,509,695","1,565,908,966",145,0,14,69,130,01/29/22
162,Kid Cudi,"5,478,471,519","1,229,075,045",142,0,10,83,138,01/24/22
163,2Pac,"5,453,573,900","302,956,534",317,0,15,70,233,02/06/22
164,Mariah Carey,"5,421,349,519","350,425,668",645,1,11,65,241,01/15/22
165,Alessia Cara,"5,401,843,418","1,542,411,709",136,2,8,39,79,02/05/22
166,Hozier,"5,389,354,046","148,056",66,1,14,45,64,01/02/22
167,Gorillaz,"5,368,955,751","1,232,561",278,0,8,93,193,02/06/22
168,Big Sean,"5,359,466,037","5,706,367,516",150,0,13,68,126,01/25/22
169,50 Cent,"5,358,638,081","2,371,126,044",213,0,14,57,145,02/07/22
170,Usher,"5,355,759,972","2,952,342,788",254,0,15,52,162,02/04/22
171,David Bowie,"5,355,672,764","30,343,959","1,303",1,12,58,302,02/07/22
172,The Neighbourhood,"5,300,243,904","341,048",90,1,10,65,90,02/06/22
173,Polo G,"5,243,735,722","1,611,178,751",74,0,11,65,74,02/03/22
174,Becky G,"5,185,814,168","1,282,535,484",90,0,14,49,88,02/07/22
175,The Kid LAROI,"5,162,933,537","677,857,556",48,1,13,40,46,02/07/22
176,Lorde,"5,158,186,315","265,944,329",55,0,17,38,50,11/10/21
177,The Killers,"5,139,470,682","298,263",205,1,8,66,138,02/07/22
178,Ava Max,"5,084,628,983","192,619,185",97,1,12,34,69,02/07/22
179,Jhay Cortez,"5,072,860,943","748,236,972",81,1,8,42,78,02/02/22
180,Foo Fighters,"5,070,620,090","9,247",237,0,11,74,162,02/01/22
181,Meek Mill,"5,068,989,416","1,876,758,010",438,0,7,90,190,02/07/22
182,Luke Combs,"5,007,266,962","133,136,227",56,0,13,55,56,02/05/22
183,Tory Lanez,"4,982,677,093","2,440,055,351",228,0,12,81,197,01/31/22
184,John Legend,"4,980,626,499","2,256,778,717",245,1,6,62,186,01/17/22
185,Meghan Trainor,"4,979,845,149","969,585,773",138,0,10,53,111,02/05/22
186,Daft Punk,"4,967,410,465","3,041,330,150",181,0,9,74,136,02/03/22
187,blink-182,"4,956,016,896","55,035,467",184,0,10,86,172,01/01/22
188,U2,"4,953,467,794","268,021,527",515,0,7,76,287,01/29/22
189,Led Zeppelin,"4,948,538,669",0,240,0,11,62,189,02/06/22
190,French Montana,"4,873,054,883","3,046,541,784",555,1,11,50,128,05/26/21
191,Rita Ora,"4,838,525,863","696,335,943",126,0,13,39,85,02/05/22
192,Rae Sremmurd,"4,829,586,480","517,153,940",61,0,12,41,59,01/09/22
193,Troye Sivan,"4,824,626,257","824,568,480",102,0,12,54,84,01/26/22
194,Gucci Mane,"4,798,788,897","4,481,259,838","2,168",0,5,76,301,02/06/22
195,Radiohead,"4,775,311,279","1,856,272",232,0,6,89,197,02/05/22
196,Mumford & Sons,"4,766,207,333","15,744,008",121,0,10,66,109,01/27/22
197,Manuel Turizo,"4,755,790,182","2,010,950,960",60,0,15,42,58,12/09/21
198,Megan Thee Stallion,"4,751,456,022","1,041,218,421",114,0,11,42,93,12/26/21
199,The 1975,"4,738,151,489","140,856,515",132,0,11,75,129,01/10/22
200,System Of A Down,"4,733,292,924","416,156",84,0,9,68,78,02/07/22
201,6ix9ine,"4,715,222,275","1,038,639,538",58,0,16,36,53,12/31/21
202,Jack Johnson,"4,688,874,682","29,344,185",179,0,7,78,164,01/26/22
203,Snoop Dogg,"4,666,252,287","5,492,921,734",718,0,10,55,260,02/08/22
204,Muse,"4,655,949,792",0,244,0,11,84,177,01/27/22
205,Joji,"4,654,653,671","634,860,380",50,0,14,41,50,02/07/22
206,Roddy Ricch,"4,640,520,544","2,860,009,343",41,1,14,31,39,12/16/21
207,Jorge & Mateus,"4,598,166,780","985,354,233",257,0,9,92,243,01/08/22
208,Elvis Presley,"4,586,630,369","3,526,051","1,876",0,8,70,353,12/13/21
209,The Notorious B.I.G.,"4,570,436,716","596,015,962",153,0,10,53,110,01/23/22
210,Swae Lee,"4,556,067,906","5,229,786,526",58,1,10,31,54,01/10/22
211,Don Omar,"4,533,990,409","1,735,417,944",228,0,12,53,117,02/04/22
212,Bazzi,"4,532,195,206","59,381,510",37,0,12,32,37,12/20/21
213,Playboi Carti,"4,513,752,171","1,510,115,416",82,0,11,62,72,02/06/22
214,Hailee Steinfeld,"4,510,403,091","605,686,976",29,1,10,18,27,01/24/22
215,Paramore,"4,498,929,648",0,113,0,10,66,99,02/07/22
216,Christina Aguilera,"4,444,591,798","2,331,285,329",272,0,9,55,160,12/25/21
217,Bon Jovi,"4,428,081,937","1,255,772",325,0,9,38,183,02/07/22
218,Jess Glynne,"4,416,221,515","474,186,612",83,0,10,32,61,02/03/22
219,Julia Michaels,"4,390,019,904","1,584,063,360",64,1,7,38,62,02/02/22
220,Oasis,"4,375,050,208",0,237,1,6,47,175,01/31/22
221,Ne-Yo,"4,362,001,022","1,903,909,803",190,0,11,34,133,01/12/22
222,Melanie Martinez,"4,350,547,192","3,470,194",55,0,15,42,54,02/07/22
223,Disclosure,"4,349,780,176","23,639,764",182,0,7,52,122,01/27/22
224,Tame Impala,"4,341,811,263","145,536,080",95,0,10,58,83,02/03/22
225,Dalex,"4,322,115,564","1,217,038,041",124,0,12,42,89,01/23/22
226,Slipknot,"4,321,014,292",0,206,0,9,66,173,12/22/21
227,The Lumineers,"4,306,895,899",0,81,0,8,48,76,01/25/22
228,Fifth Harmony,"4,271,508,850","252,094,035",75,1,7,46,75,02/07/22
229,Florida Georgia Line,"4,269,196,048","2,316,442,237",113,0,14,65,98,01/20/22
230,Justin Quiles,"4,257,926,826","3,619,821,715",157,0,10,64,121,01/14/22
231,Christian Nodal,"4,257,419,818","372,303,455",58,0,12,47,57,02/05/22
232,Cheat Codes,"4,244,935,054","279,211,217",136,0,7,39,82,11/08/21
233,Alicia Keys,"4,244,891,741","1,181,130,140",248,0,7,53,167,02/08/22
234,Chance the Rapper,"4,230,023,998","4,000,073,854",101,0,12,47,85,01/26/22
235,Felix Jaehn,"4,220,719,529","227,877,670",156,1,11,33,88,09/04/21
236,Sean Paul,"4,214,324,717","3,570,194,223",408,0,10,44,156,12/27/21
237,Luke Bryan,"4,204,831,387","442,055,892",158,0,15,62,131,02/06/22
238,Frank Sinatra,"4,203,662,945","54,954,665","1,860",0,9,69,299,06/25/21
239,Tove Lo,"4,198,901,167","1,293,777,057",136,0,6,61,105,01/28/22
240,Kings of Leon,"4,197,984,949",0,121,0,5,67,107,01/03/22
241,6LACK,"4,187,669,033","800,494,839",77,0,10,59,77,01/26/22
242,Piso 21,"4,159,992,612","59,739,592",81,0,11,30,70,01/15/22
243,Labrinth,"4,149,228,846","358,121,823",125,0,13,38,91,12/31/21
244,ABBA,"4,142,202,900","28,155",160,0,10,51,139,02/02/22
245,Gusttavo Lima,"4,139,980,939","743,471,032",281,0,7,96,217,01/26/22
246,Natti Natasha,"4,134,373,747","1,685,517,760",91,0,9,42,68,02/06/22
247,Five Finger Death Punch,"4,131,801,633",0,136,0,8,88,132,01/12/22
248,Jason Mraz,"4,121,282,356","91,921,915",237,1,6,46,153,01/13/22
249,Alesso,"4,115,367,247","160,702,390",122,0,9,37,89,01/26/22
250,The Script,"4,092,070,983","1,294,882",94,0,7,50,84,12/23/21
251,Glee Cast,"4,083,938,710",0,723,0,0,96,602,01/31/22
252,Creedence Clearwater Revival,"4,056,253,082",0,130,0,8,33,108,02/07/22
253,Florence + The Machine,"4,054,586,407","272,194",133,0,8,76,123,01/25/22
254,Galantis,"4,054,183,911","76,700,699",230,0,8,48,147,02/06/22
255,Paulo Londra,"4,044,123,589","104,288,137",22,0,12,22,22,02/03/22
256,Bruce Springsteen,"4,030,563,080","37,273,904",785,0,9,55,377,02/06/22
257,Madonna,"4,021,945,120","126,242,861",710,0,7,67,316,02/07/22
258,Alok,"4,001,535,869","216,566,156",188,0,12,62,119,01/22/22
259,TWICE,"3,992,035,772","31,857,907",199,0,11,74,173,02/07/22
260,Whitney Houston,"3,989,411,646","11,526,048",294,0,9,39,139,02/07/22
261,Zé Neto & Cristiano,"3,982,402,180","431,848,716",164,0,10,78,143,01/08/22
262,Rammstein,"3,976,099,824",0,228,0,10,76,170,02/07/22
263,Zion & Lennox,"3,972,787,863","2,664,955,655",156,0,11,44,87,10/15/21
264,Kehlani,"3,962,972,817","1,873,779,673",110,0,9,74,96,02/01/22
265,Niall Horan,"3,962,315,354","381,268,353",71,0,12,38,65,01/14/22
266,Lenny Tavárez,"3,938,784,894","3,308,263,365",92,0,9,46,84,01/31/22
267,My Chemical Romance,"3,931,078,018",0,135,0,10,53,116,01/23/22
268,Morat,"3,918,711,216","367,125,510",69,0,9,56,68,02/07/22
269,Kane Brown,"3,910,457,943","24,532,253",94,0,9,53,85,01/09/22
270,Arcangel,"3,908,386,492","4,508,215,638",278,0,7,54,188,01/25/22
271,Lil Pump,"3,906,419,042","472,942,240",68,0,10,38,54,12/31/21
272,Macklemore & Ryan Lewis,"3,906,393,708",0,48,1,6,29,48,12/29/21
273,Morgan Wallen,"3,903,971,300","352,997,566",59,0,11,58,59,02/07/22
274,Bryson Tiller,"3,890,332,602","1,900,120,229",68,0,7,50,66,01/25/22
275,Nickelback,"3,874,882,681",0,148,0,12,53,104,11/20/21
276,Capital Bra,"3,869,974,080","607,163,907",236,0,7,82,183,01/22/22
277,Kelly Clarkson,"3,858,235,808","211,238,131",322,0,8,41,143,02/07/22
278,Jonas Brothers,"3,849,665,628","470,385,851",93,1,9,36,86,12/31/21
279,Avril Lavigne,"3,829,976,720","20,735,073",137,0,10,57,105,01/18/22
280,NAV,"3,771,482,146","1,846,534,944",113,0,10,68,113,01/31/22
281,James Bay,"3,763,146,014","4,014,167",77,0,8,40,67,02/01/22
282,Bring Me The Horizon,"3,755,848,001","2,499,594",136,0,11,63,126,02/06/22
283,Wisin,"3,751,534,010","4,853,476,180",114,0,10,39,95,01/11/22
284,Thomas Rhett,"3,746,629,864","212,116,986",96,0,14,52,95,01/23/22
285,Alejandro Fernández,"3,726,214,937","290,368,487",313,0,7,69,228,01/07/22
286,Aerosmith,"3,721,121,228",0,283,0,8,30,152,02/06/22
287,YG,"3,720,102,605","2,341,184,618",198,0,8,66,133,12/30/21
288,Disturbed,"3,712,510,083",0,170,0,6,68,145,01/17/22
289,Jennifer Lopez,"3,695,426,007","995,971,445",234,0,10,48,119,02/07/22
290,Vance Joy,"3,651,676,809",0,70,1,6,35,53,11/20/21
291,Amy Winehouse,"3,625,355,605","228,361,495",157,0,7,50,90,02/07/22
292,Lil Tjay,"3,594,831,191","1,659,623,072",62,0,9,48,60,02/05/22
293,Lil Skies,"3,575,739,845","734,364,628",52,0,9,44,52,02/05/22
294,Stevie Wonder,"3,575,598,246","249,502,819",588,0,8,46,150,11/25/21
295,Lil Tecca,"3,562,610,969","254,994,133",73,0,8,38,71,02/02/22
296,Dr. Dre,"3,555,647,970","1,997,933,772",91,0,8,29,81,02/07/22
297,Miguel,"3,551,431,295","2,029,325,372",136,0,6,46,111,12/30/21
298,Henrique & Juliano,"3,549,520,949","688,545,267",148,0,8,93,141,08/31/21
299,Tones And I,"3,539,889,669","816,334",29,1,4,14,20,01/08/22
300,Backstreet Boys,"3,536,972,604","164,130,493",134,0,8,38,123,02/07/22
301,Maná,"3,524,343,441","46,311,411",218,0,10,50,148,01/13/22
302,Jack Harlow,"3,512,321,583","1,236,526,225",81,1,6,31,76,02/03/22
303,Kevin Gates,"3,495,948,086","546,381,469",266,0,4,92,206,05/07/21
304,Ryan Lewis,"3,486,320,761",0,33,1,6,28,32,06/04/21
305,YNW Melly,"3,482,724,243","313,558,596",80,0,9,32,77,11/17/21
306,Flume,"3,477,893,543","72,525,427",125,0,7,51,117,09/07/21
307,Wisin & Yandel,"3,477,644,486","963,521,792",287,0,10,47,134,01/12/22
308,Kesha,"3,472,256,590","1,742,932,114",139,0,8,38,104,02/07/22
309,Yandel,"3,438,503,187","2,193,497,804",173,0,8,52,141,01/11/22
310,Nio Garcia,"3,435,652,779","118,695,652",121,0,7,28,92,01/10/22
311,Phil Collins,"3,430,413,121","102,655,925",337,0,9,36,147,02/07/22
312,Duki,"3,420,357,791","784,429,414",133,0,8,56,120,02/06/22
313,Jason Aldean,"3,380,784,602","136,162,995",152,0,8,62,139,01/11/22
314,Akon,"3,379,979,395","3,095,086,601",197,0,9,34,110,02/07/22
315,Prince Royce,"3,376,926,461","1,308,005,802",124,0,9,54,113,01/29/22
316,Hans Zimmer,"3,368,679,488","70,151,456","1,422",0,3,72,475,09/26/21
317,Eagles,"3,362,222,580",0,192,0,5,38,115,02/02/22
318,Three Days Grace,"3,361,832,773","649,725",85,0,8,55,83,02/07/22
319,Matheus & Kauan,"3,354,228,373","569,881,276",160,0,8,72,149,01/12/22
320,Jeremih,"3,347,961,211","2,985,542,386",125,0,8,33,92,12/23/21
321,Fetty Wap,"3,321,899,161","1,492,928,236",118,0,7,36,69,01/07/21
322,Billy Joel,"3,320,145,905","8,075,524",415,0,9,36,137,01/01/22
323,Glass Animals,"3,315,403,629","3,700,351",94,1,4,43,74,02/07/22
324,Aventura,"3,311,972,637","273,321",133,0,10,41,107,01/24/22
325,Lin-Manuel Miranda,"3,308,821,738","202,862,854",93,0,11,39,75,02/04/22
326,George Ezra,"3,302,355,313","36,073",60,0,6,34,52,01/29/22
327,Lil Mosey,"3,286,978,406","447,432,951",46,0,5,33,46,02/05/22
328,Wesley Safadão,"3,277,801,718","559,574,282",278,0,5,58,249,01/14/22
329,The Offspring,"3,272,564,040","630,894",158,0,7,44,124,01/15/22
330,Avenged Sevenfold,"3,261,328,292","2,644,318",164,0,8,62,135,12/15/21
331,Jessie J,"3,253,389,305","59,981,678",117,0,6,32,97,02/03/22
332,The Strokes,"3,251,956,643","2,298,998",82,0,6,65,73,01/22/22
333,2 Chainz,"3,229,129,284","8,353,942,003",409,0,7,52,165,02/04/22
334,Steve Aoki,"3,228,090,914","1,297,146,988",389,0,6,60,202,10/17/21
335,benny blanco,"3,222,464,704","14,380,823",20,1,6,12,19,12/31/21
336,Céline Dion,"3,220,019,884","44,220,221",493,0,7,56,245,02/07/22
337,Jul,"3,205,890,106","657,267,238",546,0,0,72,522,02/07/22
338,Alejandro Sanz,"3,197,672,737","518,574,572",377,0,6,51,206,01/07/22
339,Dan + Shay,"3,195,200,426","22,520,503",71,0,7,40,65,10/28/21
340,Mark Ronson,"3,179,435,622","1,144,298,345",151,1,4,24,82,02/04/22
341,Trey Songz,"3,170,891,478","1,333,792,978",266,0,5,56,183,01/31/22
342,24kGoldn,"3,161,037,996","133,859,265",54,1,7,19,48,12/31/21
343,Lizzo,"3,160,696,944","50,948,926",65,0,7,25,49,02/06/22
344,Ricky Martin,"3,158,681,971","391,081,215",266,0,8,49,133,02/06/22
